CountyName,CountySeatName,StateName
Sawyer County,Hayward,Wisconsin
Schenectady County,Schenectady,New York
Schleicher County,Eldorado,Texas
Schley County,Ellaville,Georgia
Schoharie County,Schoharie,New York
Schoolcraft County,Manistique,Michigan
Schuyler County,Rushville,Illinois
Schuyler County,Lancaster,Missouri
Schuyler County,Watkins Glen,New York
Schuylkill County,Pottsville,Pennsylvania
Scioto County,Portsmouth,Ohio
Scotland County,Memphis,Missouri
Scotland County,Laurinburg,North Carolina
Scott County,Waldron,Arkansas
Scott County,Winchester,Illinois
Scott County,Scottsburg,Indiana
Scott County,Davenport,Iowa
Scott County,Scott City,Kansas
Scott County,Georgetown,Kentucky
Scott County,Shakopee,Minnesota
Scott County,Forest,Mississippi
Scott County,Benton,Missouri
Scott County,Huntsville,Tennessee
Scott County,Gate City,Virginia
Scotts Bluff County,Gering,Nebraska
Screven County,Sylvania,Georgia
Scurry County,Snyder,Texas
Searcy County,Marshall,Arkansas
Sebastian County,Fort Smith & Greenwood,Arkansas
Sedgwick County,Julesburg,Colorado
Sedgwick County,Wichita,Kansas
Seminole County,Sanford,Florida
Seminole County,Donalsonville,Georgia
Seminole County,Wewoka,Oklahoma
Seneca County,Waterloo,New York
Seneca County,Tiffin,Ohio
Sequatchie County,Dunlap,Tennessee
Sequoyah County,Sallisaw,Oklahoma
Sevier County,De Queen,Arkansas
Sevier County,Sevierville,Tennessee
Sevier County,Richfield,Utah
Seward County,Liberal,Kansas
Seward County,Seward,Nebraska
Shackelford County,Albany,Texas
Shannon County,Eminence,Missouri
Sharkey County,Rolling Fork,Mississippi
Sharp County,Ash Flat,Arkansas
Shasta County,Redding,California
Shawano County,Shawano,Wisconsin
Shawnee County,Topeka,Kansas
Sheboygan County,Sheboygan,Wisconsin
Shelby County,Columbiana,Alabama
Shelby County,Shelbyville,Illinois
Shelby County,Shelbyville,Indiana
Shelby County,Harlan,Iowa
Shelby County,Shelbyville,Kentucky
Shelby County,Shelbyville,Missouri
Shelby County,Sidney,Ohio
Shelby County,Memphis,Tennessee
Shelby County,Center,Texas
Shenandoah County,Woodstock,Virginia
Sherburne County,Elk River,Minnesota
Sheridan County,Hoxie,Kansas
Sheridan County,Plentywood,Montana
Sheridan County,Rushville,Nebraska
Sheridan County,McClusky,North Dakota
Sheridan County,Sheridan,Wyoming
Sherman County,Goodland,Kansas
Sherman County,Loup City,Nebraska
Sherman County,Moro,Oregon
Sherman County,Stratford,Texas
Shiawassee County,Corunna,Michigan
Shoshone County,Wallace,Idaho
Sibley County,Gaylord,Minnesota
Sierra County,Downieville,California
Sierra County,Truth or Consequences,New Mexico
Silver Bow County,Butte,Montana
Simpson County,Franklin,Kentucky
Simpson County,Mendenhall,Mississippi
Sioux County,Orange City,Iowa
Sioux County,Harrison,Nebraska
Sioux County,Fort Yates,North Dakota
Siskiyou County,Yreka,California
Skagit County,Mount Vernon,Washington
Skamania County,Stevenson,Washington
Slope County,Amidon,North Dakota
Smith County,Smith Center,Kansas
Smith County,Raleigh,Mississippi
Smith County,Carthage,Tennessee
Smith County,Tyler,Texas
Smyth County,Marion,Virginia
Snohomish County,Everett,Washington
Snyder County,Middleburg,Pennsylvania
Socorro County,Socorro,New Mexico
Solano County,Fairfield,California
Somerset County,Skowhegan,Maine
Somerset County,Princess Anne,Maryland
Somerset County,Somerville,New Jersey
Somerset County,Somerset,Pennsylvania
Somervell County,Glen Rose,Texas
Sonoma County,Santa Rosa,California
Southampton County,Courtland,Virginia
Spalding County,Griffin,Georgia
Spartanburg County,Spartanburg,South Carolina
Spencer County,Rockport,Indiana
Spencer County,Taylorsville,Kentucky
Spink County,Redfield,South Dakota
Spokane County,Spokane,Washington
Spotsylvania County,Spotsylvania Courthouse,Virginia
St Clair County,Ashville & Pell City,Alabama
St Clair County,Belleville,Illinois
St Francis County,Forrest City,Arkansas
St Johns County,St. Augustine,Florida
St Lucie County,Fort Pierce,Florida
St. Clair County,Port Huron,Michigan
St. Croix County,Hudson,Wisconsin
St. Joseph County,South Bend,Indiana
St. Joseph County,Centreville,Michigan
St. Lawrence County,Canton,New York
Stafford County,Saint John,Kansas
Stafford County,Stafford,Virginia
Stanislaus County,Modesto,California
Stanley County,Fort Pierre,South Dakota
Stanly County,Albemarle,North Carolina
Stanton County,Johnson City,Kansas
Stanton County,Stanton,Nebraska
Stark County,Toulon,Illinois
Stark County,Dickinson,North Dakota
Stark County,Canton,Ohio
Starke County,Knox,Indiana
Starr County,Rio Grande City,Texas
Ste. Genevieve County,Ste. Genevieve,Missouri
Stearns County,St. Cloud,Minnesota
Steele County,Owatonna,Minnesota
Steele County,Finley,North Dakota
Stephens County,Toccoa,Georgia
Stephens County,Duncan,Oklahoma
Stephens County,Breckenridge,Texas
Stephenson County,Freeport,Illinois
Sterling County,Sterling City,Texas
Steuben County,Angola,Indiana
Steuben County,Bath,New York
Stevens County,Hugoton,Kansas
Stevens County,Morris,Minnesota
Stevens County,Colville,Washington
Stewart County,Lumpkin,Georgia
Stewart County,Dover,Tennessee
Stillwater County,Columbus,Montana
Stoddard County,Bloomfield,Missouri
Stokes County,Danbury,North Carolina
Stone County,Mountain View,Arkansas
Stone County,Wiggins,Mississippi
Stone County,Galena,Missouri
Stonewall County,Aspermont,Texas
Storey County,Virginia City,Nevada
Story County,Nevada,Iowa
Stutsman County,Jamestown,North Dakota
Sublette County,Pinedale,Wyoming
Suffolk County,Boston,Massachusetts
Suffolk County,Riverhead,New York
Sullivan County,Sullivan,Indiana
Sullivan County,Milan,Missouri
Sullivan County,Monticello,New York
Sullivan County,Laporte,Pennsylvania
Sullivan County,Blountville,Tennessee
Sully County,Onida,South Dakota
Summers County,Hinton,West Virginia
Summit County,Breckenridge,Colorado
Summit County,Akron,Ohio
Summit County,Coalville,Utah
Sumner County,Wellington,Kansas
Sumner County,Gallatin,Tennessee
Sumter County,Livingston,Alabama
Sumter County,Bushnell,Florida
Sumter County,Americus,Georgia
Sumter County,Sumter,South Carolina
Sunflower County,Indianola,Mississippi
Surry County,Dobson,North Carolina
Surry County,Surry,Virginia
Susquehanna County,Montrose,Pennsylvania
Sussex County,Georgetown,Delaware
Sussex County,Newton,New Jersey
Sussex County,Sussex,Virginia
Sutter County,Yuba City,California
Sutton County,Sonora,Texas
Suwannee County,Live Oak,Florida
Swain County,Bryson City,North Carolina
Sweet Grass County,Big Timber,Montana
Sweetwater County,Green River,Wyoming
Swift County,Benson,Minnesota
Swisher County,Tulia,Texas
Switzerland County,Vevay,Indiana
Talbot County,Talbotton,Georgia
Talbot County,Easton,Maryland
Taliaferro County,Crawfordville,Georgia
Talladega County,Talladega,Alabama
Tallahatchie County,Charleston & Sumner,Mississippi
Tallapoosa County,Dadeville,Alabama
Tama County,Toledo,Iowa
Taney County,Forsyth,Missouri
Tangipahoa Parish,Amite,Louisiana
Taos County,Taos,New Mexico
Tarrant County,Fort Worth,Texas
Tate County,Senatobia,Mississippi
Tattnall County,Reidsville,Georgia
Taylor County,Perry,Florida
Taylor County,Butler,Georgia
Taylor County,Bedford,Iowa
Taylor County,Campbellsville,Kentucky
Taylor County,Abilene,Texas
Taylor County,Grafton,West Virginia
Taylor County,Medford,Wisconsin
Tazewell County,Pekin,Illinois
Tazewell County,Tazewell,Virginia
Tehama County,Red Bluff,California
Telfair County,McRae,Georgia
Teller County,Cripple Creek,Colorado
Tensas Parish,Saint Joseph,Louisiana
Terrebonne Parish,Houma,Louisiana
Terrell County,Dawson,Georgia
Terrell County,Sanderson,Texas
Terry County,Brownfield,Texas
Teton County,Driggs,Idaho
Teton County,Choteau,Montana
Teton County,Jackson,Wyoming
Texas County,Houston,Missouri
Texas County,Guymon,Oklahoma
Thayer County,Hebron,Nebraska
Thomas County,Thomasville,Georgia
Thomas County,Colby,Kansas
Thomas County,Thedford,Nebraska
Throckmorton County,Throckmorton,Texas
Thurston County,Pender,Nebraska
Thurston County,Olympia,Washington
Tift County,Tifton,Georgia
Tillamook County,Tillamook,Oregon
Tillman County,Frederick,Oklahoma
Tioga County,Owego,New York
Tioga County,Wellsboro,Pennsylvania
Tippah County,Ripley,Mississippi
Tippecanoe County,Lafayette,Indiana
Tipton County,Tipton,Indiana
Tipton County,Covington,Tennessee
Tishomingo County,Iuka,Mississippi
Titus County,Mount Pleasant,Texas
Todd County,Elkton,Kentucky
Todd County,Long Prairie,Minnesota
Todd County,Mission (Largest City),South Dakota
Tolland County,Rockville,Connecticut
Tom Green County,San Angelo,Texas
Tompkins County,Ithaca,New York
Tooele County,Tooele,Utah
Toole County,Shelby,Montana
Toombs County,Lyons,Georgia
Torrance County,Estancia,New Mexico
Towner County,Cando,North Dakota
Towns County,Hiawassee,Georgia
Traill County,Hillsboro,North Dakota
Transylvania County,Brevard,North Carolina
Traverse County,Wheaton,Minnesota
Travis County,Austin,Texas
Treasure County,Hysham,Montana
Trego County,WaKeeney,Kansas
Trempealeau County,Whitehall,Wisconsin
Treutlen County,Soperton,Georgia
Trigg County,Cadiz,Kentucky
Trimble County,Bedford,Kentucky
Trinity County,Weaverville,California
Trinity County,Groveton,Texas
Tripp County,Winner,South Dakota
Troup County,LaGrange,Georgia
Trousdale County,Hartsville,Tennessee
Trumbull County,Warren,Ohio
Tucker County,Parsons,West Virginia
Tulare County,Visalia,California
Tulsa County,Tulsa,Oklahoma
Tunica County,Tunica,Mississippi
Tuolumne County,Sonora,California
Turner County,Ashburn,Georgia
Turner County,Parker,South Dakota
Tuscaloosa County,Tuscaloosa,Alabama
Tuscarawas County,New Philadelphia,Ohio
Tuscola County,Caro,Michigan
Twiggs County,Jeffersonville,Georgia
Twin Falls County,Twin Falls,Idaho
Tyler County,Woodville,Texas
Tyler County,Middlebourne,West Virginia
Tyrrell County,Columbia,North Carolina
Uinta County,Evanston,Wyoming
Uintah County,Vernal,Utah
Ulster County,Kingston,New York
Umatilla County,Pendleton,Oregon
Unicoi County,Erwin,Tennessee
Union County,El Dorado,Arkansas
Union County,Lake Butler,Florida
Union County,Blairsville,Georgia
Union County,Jonesboro,Illinois
Union County,Liberty,Indiana
Union County,Creston,Iowa
Union County,Morganfield,Kentucky
Union County,New Albany,Mississippi
Union County,Elizabeth,New Jersey
Union County,Clayton,New Mexico
Union County,Monroe,North Carolina
Union County,Marysville,Ohio
Union County,La Grande,Oregon
Union County,Lewisburg,Pennsylvania
Union County,Union,South Carolina
Union County,Elk Point,South Dakota
Union County,Maynardville,Tennessee
Union Parish,Farmerville,Louisiana
Upshur County,Gilmer,Texas
Upshur County,Buckhannon,West Virginia
Upson County,Thomaston,Georgia
Upton County,Rankin,Texas
Utah County,Provo,Utah
Uvalde County,Uvalde,Texas
Val Verde County,Del Rio,Texas
Valencia County,Los Lunas,New Mexico
Valley County,Cascade,Idaho
Valley County,Glasgow,Montana
Valley County,Ord,Nebraska
Van Buren County,Clinton,Arkansas
Van Buren County,Keosauqua,Iowa
Van Buren County,Paw Paw,Michigan
Van Buren County,Spencer,Tennessee
Van Wert County,Van Wert,Ohio
Van Zandt County,Canton,Texas
Vance County,Henderson,North Carolina
Vanderburgh County,Evansville,Indiana
Venango County,Franklin,Pennsylvania
Ventura County,Ventura,California
Vermilion County,Danville,Illinois
Vermilion Parish,Abbeville,Louisiana
Vermillion County,Newport,Indiana
Vernon County,Nevada,Missouri
Vernon County,Viroqua,Wisconsin
Vernon Parish,Leesville,Louisiana
Victoria County,Victoria,Texas
Vigo County,Terre Haute,Indiana
Vilas County,Eagle River,Wisconsin
Vinton County,McArthur,Ohio
Volusia County,DeLand,Florida
Wabash County,Mount Carmel,Illinois
Wabash County,Wabash,Indiana
Wabasha County,Wabasha,Minnesota
Wabaunsee County,Alma,Kansas
Wadena County,Wadena,Minnesota
Wagoner County,Wagoner,Oklahoma
Wahkiakum County,Cathlamet,Washington
Wake County,Raleigh,North Carolina
Wakulla County,Crawfordville,Florida
Waldo County,Belfast,Maine
Walker County,Jasper,Alabama
Walker County,Lafayette,Georgia
Walker County,Huntsville,Texas
Walla Walla County,Walla Walla,Washington
Wallace County,Sharon Springs,Kansas
Waller County,Hempstead,Texas
Wallowa County,Enterprise,Oregon
Walsh County,Grafton,North Dakota
Walthall County,Tylertown,Mississippi
Walton County,DeFuniak Springs,Florida
Walton County,Monroe,Georgia
Walworth County,Selby,South Dakota
Walworth County,Elkhorn,Wisconsin
Wapello County,Ottumwa,Iowa
Ward County,Minot,North Dakota
Ward County,Monahans,Texas
Ware County,Waycross,Georgia
Warren County,Warrenton,Georgia
Warren County,Monmouth,Illinois
Warren County,Williamsport,Indiana
Warren County,Indianola,Iowa
Warren County,Bowling Green,Kentucky
Warren County,Vicksburg,Mississippi
Warren County,Warrenton,Missouri
Warren County,Belvidere,New Jersey
Warren County,Queensbury,New York
Warren County,Warrenton,North Carolina
Warren County,Lebanon,Ohio
Warren County,Warren,Pennsylvania
Warren County,McMinnville,Tennessee
Warren County,Front Royal,Virginia
Warrick County,Boonville,Indiana
Wasatch County,Heber City,Utah
Wasco County,The Dalles,Oregon
Waseca County,Waseca,Minnesota
Washakie County,Worland,Wyoming
Washburn County,Shell Lake,Wisconsin
Washington County,Chatom,Alabama
Washington County,Fayetteville,Arkansas
Washington County,Akron,Colorado
Washington County,Chipley,Florida
Washington County,Sandersville,Georgia
Washington County,Weiser,Idaho
Washington County,Nashville,Illinois
Washington County,Salem,Indiana
Washington County,Washington,Iowa
Washington County,Washington,Kansas
Washington County,Springfield,Kentucky
Washington County,Machias,Maine
Washington County,Hagerstown,Maryland
Washington County,Stillwater,Minnesota
Washington County,Greenville,Mississippi
Washington County,Potosi,Missouri
Washington County,Blair,Nebraska
Washington County,Fort Edward,New York
Washington County,Plymouth,North Carolina
Washington County,Marietta,Ohio
Washington County,Bartlesville,Oklahoma
Washington County,Hillsboro,Oregon
Washington County,Washington,Pennsylvania
Washington County,South Kingstown*,Rhode Island
Washington County,Jonesborough,Tennessee
Washington County,Brenham,Texas
Washington County,St. George,Utah
Washington County,Montpelier,Vermont
Washington County,Abingdon,Virginia
Washington County,West Bend,Wisconsin
Washington Parish,Franklinton,Louisiana
Washita County,Cordell,Oklahoma
Washoe County,Reno,Nevada
Washtenaw County,Ann Arbor,Michigan
Watauga County,Boone,North Carolina
Watonwan County,St. James,Minnesota
Waukesha County,Waukesha,Wisconsin
Waupaca County,Waupaca,Wisconsin
Waushara County,Wautoma,Wisconsin
Wayne County,Jesup,Georgia
Wayne County,Fairfield,Illinois
Wayne County,Richmond,Indiana
Wayne County,Corydon,Iowa
Wayne County,Monticello,Kentucky
Wayne County,Detroit,Michigan
Wayne County,Waynesboro,Mississippi
Wayne County,Greenville,Missouri
Wayne County,Wayne,Nebraska
Wayne County,Lyons,New York
Wayne County,Goldsboro,North Carolina
Wayne County,Wooster,Ohio
Wayne County,Honesdale,Pennsylvania
Wayne County,Waynesboro,Tennessee
Wayne County,Loa,Utah
Wayne County,Wayne,West Virginia
Weakley County,Dresden,Tennessee
Webb County,Laredo,Texas
Weber County,Ogden,Utah
Webster County,Preston,Georgia
Webster County,Fort Dodge,Iowa
Webster County,Dixon,Kentucky
Webster County,Walthall,Mississippi
Webster County,Marshfield,Missouri
Webster County,Red Cloud,Nebraska
Webster County,Webster Springs,West Virginia
Webster Parish,Minden,Louisiana
Weld County,Greeley,Colorado
Wells County,Bluffton,Indiana
Wells County,Fessenden,North Dakota
West Baton Rouge Parish,Port Allen,Louisiana
West Carroll Parish,Oak Grove & West Carroll Parish,Louisiana
West Feliciana Parish,Saint Francisville,Louisiana
Westchester County,White Plains,New York
Westmoreland County,Greensburg,Pennsylvania
Westmoreland County,Montross,Virginia
Weston County,Newcastle,Wyoming
Wetzel County,New Martinsville,West Virginia
Wexford County,Cadillac,Michigan
Wharton County,Wharton,Texas
Whatcom County,Bellingham,Washington
Wheatland County,Harlowton,Montana
Wheeler County,Alamo,Georgia
Wheeler County,Bartlett,Nebraska
Wheeler County,Fossil,Oregon
Wheeler County,Wheeler,Texas
White County,Searcy,Arkansas
White County,Cleveland,Georgia
White County,Carmi,Illinois
White County,Monticello,Indiana
White County,Sparta,Tennessee
White Pine County,Ely,Nevada
Whiteside County,Morrison,Illinois
Whitfield County,Dalton,Georgia
Whitley County,Columbia City,Indiana
Whitley County,Williamsburg,Kentucky
Whitman County,Colfax,Washington
Wibaux County,Wibaux,Montana
Wichita County,Leoti,Kansas
Wichita County,Wichita Falls,Texas
Wicomico County,Salisbury,Maryland
Wilbarger County,Vernon,Texas
Wilcox County,Camden,Alabama
Wilcox County,Abbeville,Georgia
Wilkes County,Washington,Georgia
Wilkes County,Wilkesboro,North Carolina
Wilkin County,Breckenridge,Minnesota
Wilkinson County,Irwinton,Georgia
Wilkinson County,Woodville,Mississippi
Will County,Joliet,Illinois
Willacy County,Raymondville,Texas
Williams County,Williston,North Dakota
Williams County,Bryan,Ohio
Williamsburg County,Kingstree,South Carolina
Williamson County,Marion,Illinois
Williamson County,Franklin,Tennessee
Williamson County,Georgetown,Texas
Wilson County,Fredonia,Kansas
Wilson County,Wilson,North Carolina
Wilson County,Lebanon,Tennessee
Wilson County,Floresville,Texas
Windham County,Willimantic,Connecticut
Windham County,Newfane,Vermont
Windsor County,Woodstock,Vermont
Winkler County,Kermit,Texas
Winn Parish,Winnfield,Louisiana
Winnebago County,Rockford,Illinois
Winnebago County,Forest City,Iowa
Winnebago County,Oshkosh,Wisconsin
Winneshiek County,Decorah,Iowa
Winona County,Winona,Minnesota
Winston County,Double Springs,Alabama
Winston County,Louisville,Mississippi
Wirt County,Elizabeth,West Virginia
Wise County,Decatur,Texas
Wise County,Wise,Virginia
Wolfe County,Campton,Kentucky
Wood County,Bowling Green,Ohio
Wood County,Quitman,Texas
Wood County,Parkersburg,West Virginia
Wood County,Wisconsin Rapids,Wisconsin
Woodbury County,Sioux City,Iowa
Woodford County,Eureka,Illinois
Woodford County,Versailles,Kentucky
Woodruff County,Augusta,Arkansas
Woods County,Alva,Oklahoma
Woodson County,Yates Center,Kansas
Woodward County,Woodward,Oklahoma
Worcester County,Snow Hill,Maryland
Worcester County,Worcester,Massachusetts
Worth County,Sylvester,Georgia
Worth County,Northwood,Iowa
Worth County,Grant City,Missouri
Wright County,Clarion,Iowa
Wright County,Buffalo,Minnesota
Wright County,Hartville,Missouri
Wyandot County,Upper Sandusky,Ohio
Wyandotte County,Kansas City,Kansas
Wyoming County,Warsaw,New York
Wyoming County,Tunkhannock,Pennsylvania
Wyoming County,Pineville,West Virginia
Wythe County,Wytheville,Virginia
Yadkin County,Yadkinville,North Carolina
Yakima County,Yakima,Washington
Yalobusha County,Water Valley & Coffeeville,Mississippi
Yamhill County,McMinnville,Oregon
Yancey County,Burnsville,North Carolina
Yankton County,Yankton,South Dakota
Yates County,Penn Yan,New York
Yavapai County,Prescott,Arizona
Yazoo County,Yazoo City,Mississippi
Yell County,Dardanelle & Danville,Arkansas
Yellow Medicine County,Granite Falls,Minnesota
Yellowstone County,Billings,Montana
Yoakum County,Plains,Texas
Yolo County,Woodland,California
York County,Alfred,Maine
York County,York,Nebraska
York County,York,Pennsylvania
York County,York,South Carolina
York County,Yorktown,Virginia
Young County,Graham,Texas
Yuba County,Marysville,California
Yuma County,Yuma,Arizona
Yuma County,Wray,Colorado
Zapata County,Zapata,Texas
Zavala County,Crystal City,Texas
Ziebach County,Dupree,South Dakota
